"DR_Number","Date_Reported","Date_Occurred","Time_Occurred","Area_ID","Area_Name","Reporting_District_Num","Priority_Code","Crime_Code","Crime_Code_Description","MO_Codes","Victim_Age","Victim_Sex","Victim_Descent","Premise_Code","Premise_Description","Weapon_Used_Code","Weapon_Description","Status_Code","Status_Description","Crime_Address","Cross_Street","latitude","longitude"
191806290,"2019-02-10","2019-02-10",1320,18,"Southeast",1803,1,330,"BURGLARY FROM VEHICLE","0329 1609 1822 0344",34,"F","B",108,"PARKING LOT","N/A","N/A","IC","Invest Cont","300 E  MANCHESTER                   AV","N/A",33.9601,-118.27
191107206,"2019-03-09","2019-03-04",1600,11,"Northeast",1124,1,330,"BURGLARY FROM VEHICLE","1302 0344 0321",20,"F","H",108,"PARKING LOT","N/A","N/A","IC","Invest Cont","3300 N  SAN FERNANDO                 RD","N/A",34.1178,-118.249
191812120,"2019-05-14","2019-05-13",1700,18,"Southeast",1837,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0421 0447 1202 2004",66,"M","B",101,"STREET","306","ROCK/THROWN OBJECT","AA","Adult Arrest","1700 N  SANTA ANA                    BL","N/A",33.9405,-118.243
191224432,"2019-10-09","2019-09-09",2300,12,"77th Street",1204,1,310,"BURGLARY","344",29,"M","B",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","1500 W  46TH                         ST","N/A",34.0019,-118.303
190706855,"2019-02-27","2019-02-27",1600,7,"Wilshire",724,2,949,"ILLEGAL DUMPING","1306 1309",18,"M","O",415,"THE GROVE","N/A","N/A","AO","Adult Other","100    THE GROVE                    DR","N/A",34.0761,-118.356
200106309,"2020-02-03","2020-02-02",2100,1,"Central",138,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 1307",25,"M","W",122,"VEHICLE, PASSENGER/TRUCK","N/A","N/A","IC","Invest Cont","4TH                          ST","LOS ANGELES",34.047,-118.246
190210725,"2019-05-03","2019-05-03",130,2,"Rampart",245,1,330,"BURGLARY FROM VEHICLE","0377 0344 1606 1822 0216",23,"F","H",108,"PARKING LOT","N/A","N/A","IC","Invest Cont","500 S  LAKE                         ST","N/A",34.0611,-118.275
200106414,"2020-02-04","2020-02-04",515,1,"Central",174,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","1822 2041",28,"F","H",504,"OTHER RESIDENCE","N/A","N/A","IC","Invest Cont","700 S  SPRING                       ST","N/A",34.0445,-118.252
191104689,"2019-01-14","2019-01-13",1700,11,"Northeast",1173,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)","0344 0385",35,"F","W",101,"STREET","N/A","N/A","IC","Invest Cont","2100    ALLESANDRO                   ST","N/A",34.0923,-118.257
191106615,"2019-02-22","2019-02-22",1530,11,"Northeast",1183,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","329",59,"M","H",101,"STREET","N/A","N/A","IC","Invest Cont","1400    LOGAN                        ST","N/A",34.0784,-118.258
191713754,"2019-08-06","2019-08-06",1,17,"Devonshire",1767,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0321 0344 0377 1300 1606",44,"F","H",104,"DRIVEWAY","N/A","N/A","IC","Invest Cont","9300    YOLANDA                      AV","N/A",34.2391,-118.54
192112098,"2019-06-28","2019-06-28",900,21,"Topanga",2126,2,888,"TRESPASSING","2004 1202",72,"M","O",222,"LAUNDROMAT","N/A","N/A","IC","Invest Cont","21300    SATICOY                      ST","N/A",34.2136,-118.591
190513722,"2019-08-07","2019-08-07",1815,5,"Harbor",504,2,624,"BATTERY - SIMPLE ASSAULT","0429 1822 0416 1313",62,"M","W",108,"PARKING LOT","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","19500    NORMANDIE                    AV","N/A",33.8481,-118.304
191213151,"2019-05-07","2019-04-29",1200,12,"77th Street",1208,2,354,"THEFT OF IDENTITY","0100 0924 1822",38,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","IC","Invest Cont","600 W  45TH                         ST","N/A",34.0028,-118.284
191221855,"2019-09-03","2019-09-02",1100,12,"77th Street",1239,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 1307",24,"M","H",122,"VEHICLE, PASSENGER/TRUCK","N/A","N/A","IC","Invest Cont","MENLO","60TH                         ST",33.9855,-118.289
200814098,"2020-09-15","2020-09-14",2220,8,"West LA",822,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","1814 2000 0400 0446 0448 2002",38,"M","W",501,"SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","15900    MIAMI                        WY","N/A",34.0433,-118.535
192013003,"2019-07-01","2019-06-23",2340,20,"Olympic",2011,1,330,"BURGLARY FROM VEHICLE","1822 0342 0202 1605 0344 0386",37,"M","H",707,"GARAGE/CARPORT","N/A","N/A","IC","Invest Cont","200 N  RIDGEWOOD                    PL","N/A",34.0746,-118.315
191513955,"2019-07-12","2019-07-12",435,15,"N Hollywood",1504,2,760,"LEWD/LASCIVIOUS ACTS WITH CHILD","1402 1257 1801 0551",5,"F","H",501,"SINGLE FAMILY DWELLING","N/A","N/A","AO","Adult Other","11700    SATICOY                      ST","N/A",34.2085,-118.388
191413926,"2019-06-09","2019-06-09",515,14,"Pacific",1494,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","1822 0344",30,"M","H",212,"TRANSPORTATION FACILITY (AIRPORT)","N/A","N/A","IC","Invest Cont","400    WORLD                        WY","N/A",33.9433,-118.407
191713061,"2019-07-20","2019-07-20",2211,17,"Devonshire",1794,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 0202 0334 0447 0443 0421",37,"F","W",154,"TRAIN TRACKS","308","STICK","IC","Invest Cont","8700    WILBUR                       AV","N/A",34.2282,-118.545
190210894,"2019-05-07","2019-05-07",1350,2,"Rampart",269,1,761,"BRANDISH WEAPON","1259 1251 2024 0432 0334 1824 1815",14,"M","H",102,"SIDEWALK","200","KNIFE WITH BLADE 6INCHES OR LESS","IC","Invest Cont","CAMBRIA                      ST","UNION                        AV",34.0531,-118.272
201012616,"2020-09-01","2020-09-01",105,10,"West Valley",1045,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","1202 1420 1822 0329 1414",65,"M","O",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","17900    EMELITA                      ST","N/A",34.1776,-118.525
191921167,"2019-12-29","2019-12-22",1,19,"Mission",1944,2,354,"THEFT OF IDENTITY","1822 0930",38,"F","O",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","11100    LAUREL CANYON                BL","N/A",34.2717,-118.446
191000830,"2019-08-21","2019-08-21",1105,10,"West Valley",1067,1,330,"BURGLARY FROM VEHICLE","0344 1609 0321 1402",54,"F","W",707,"GARAGE/CARPORT","N/A","N/A","IC","Invest Cont","17500    VENTURA                      BL","N/A",34.166,-118.509
190304373,"2019-01-06","2019-01-06",50,3,"Southwest",379,2,624,"BATTERY - SIMPLE ASSAULT","1202 1218 1822 0448 0429",89,"M","B",101,"STREET","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","3700 S  VERMONT                      AV","N/A",34.0145,-118.294
192106290,"2019-02-18","2019-02-18",1235,21,"Topanga",2187,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","325",61,"M","X",210,"RESTAURANT/FAST FOOD","N/A","N/A","IC","Invest Cont","20900    VENTURA                      BL","N/A",34.1664,-118.588
191814323,"2019-06-16","2019-06-16",200,18,"Southeast",1826,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","1302 0385 0344",54,"M","H",101,"STREET","N/A","N/A","IC","Invest Cont","1600 E  99TH                         ST","N/A",33.9467,-118.246
191719798,"2019-11-30","2019-11-19",1630,17,"Devonshire",1756,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","329",49,"F","O",101,"STREET","N/A","N/A","IC","Invest Cont","17800    MERRIDY                      ST","N/A",34.2522,-118.522
191208177,"2019-03-02","2019-03-02",900,12,"77th Street",1243,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 1307 0360",57,"M","H",122,"VEHICLE, PASSENGER/TRUCK","N/A","N/A","IC","Invest Cont","1600 W  71ST                         ST","N/A",33.9754,-118.305
190714782,"2019-08-06","2019-08-06",1615,7,"Wilshire",765,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 1300",62,"F","B",109,"PARK/PLAYGROUND","N/A","N/A","IC","Invest Cont","4700    VENICE                       BL","N/A",34.0469,-118.339
190914019,"2019-07-19","2019-07-19",1645,9,"Van Nuys",974,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0344 1602",21,"F","B",248,"CELL PHONE STORE","N/A","N/A","IC","Invest Cont","14500    VENTURA                      BL","N/A",34.1547,-118.453
190215799,"2019-08-02","2019-07-26",2213,2,"Rampart",235,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 1300",23,"F","H",122,"VEHICLE, PASSENGER/TRUCK","N/A","N/A","IC","Invest Cont","200 N  PARK VIEW                    ST","N/A",34.0698,-118.273
192010580,"2019-05-12","2019-05-12",2235,20,"Olympic",2016,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","2000 1814 0448",32,"F","H",501,"SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","200 S  ALEXANDRIA                   AV","N/A",34.0712,-118.298
190110023,"2019-03-27","2019-03-27",300,1,"Central",163,1,210,"ROBBERY","0416 0344 0446 1601 0400",28,"M","H",101,"STREET","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","7TH                          ST","BROADWAY",34.0452,-118.253
191411546,"2019-05-02","2019-04-12",200,14,"Pacific",1437,1,480,"BIKE - STOLEN","0344 0397",29,"M","W",108,"PARKING LOT","N/A","N/A","IC","Invest Cont","3700 S  BENTLEY                      AV","N/A",34.0157,-118.417
192118591,"2019-11-15","2019-11-14",2345,21,"Topanga",2102,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","329",70,"F","W",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","23500    COMMUNITY                    ST","N/A",34.2214,-118.639
200204288,"2020-01-06","2020-01-06",1220,2,"Rampart",212,1,210,"ROBBERY","0202 0216 0334 0344 0355 0432 1218 1221 2004 1822",22,"M","H",101,"STREET","201","KNIFE WITH BLADE OVER 6 INCHES IN LENGTH","IC","Invest Cont","OAKWOOD","MADISON",34.0777,-118.289
191717332,"2019-10-28","2019-10-28",1930,17,"Devonshire",1764,2,625,"OTHER ASSAULT","2021 1310 0522 1501",47,"F","B",707,"GARAGE/CARPORT","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","19300    NORDHOFF                     ST","N/A",34.2355,-118.554
190310709,"2019-04-12","2019-04-04",1640,3,"Southwest",363,2,354,"THEFT OF IDENTITY","0100 0935 1202 1822",61,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","IC","Invest Cont","4100    PALMWOOD                     DR","N/A",34.0137,-118.343
191909743,"2019-05-01","2019-04-29",1700,19,"Mission",1966,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","N/A",45,"F","H",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","9400    SYLMAR                       AV","N/A",34.241,-118.448
191007420,"2019-03-19","2019-03-15",1500,10,"West Valley",1018,2,649,"DOCUMENT FORGERY / STOLEN FELONY","1202",64,"M","O",255,"AUTO DEALERSHIP (CHEVY, FORD, BMW, MERCEDES, ETC.)","N/A","N/A","IC","Invest Cont","16100    SHERMAN                      WY","N/A",34.2074,-118.479
190711425,"2019-05-30","2019-02-04",1200,7,"Wilshire",733,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","344",41,"F","W",203,"OTHER BUSINESS","N/A","N/A","AO","Adult Other","5900    WILSHIRE                     BL","N/A",34.0637,-118.356
191611190,"2019-07-08","2019-07-07",1720,16,"Foothill",1658,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0339 0329",71,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","IC","Invest Cont","6800    FOOTHILL                     BL","N/A",34.2516,-118.282
190910318,"2019-05-04","2019-05-02",1225,9,"Van Nuys",901,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344 0394",37,"M","H",507,"CONDOMINIUM/TOWNHOUSE","N/A","N/A","IC","Invest Cont","SATICOY                      ST","SEPULVEDA                    BL",34.2085,-118.466
190517220,"2019-10-20","2019-10-01",1420,5,"Harbor",541,1,330,"BURGLARY FROM VEHICLE","1300 1307 0344 1609",50,"M","H",108,"PARKING LOT","N/A","N/A","IC","Invest Cont","WESTERN                      AV","CAPITOL                      DR",33.7522,-118.309
190808399,"2019-04-12","2019-04-11",1930,8,"West LA",855,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)","0344 1822 1606",25,"M","W",123,"PARKING UNDERGROUND/BUILDING","N/A","N/A","IC","Invest Cont","1600    GREENFIELD                   AV","N/A",34.0507,-118.443
190207031,"2019-02-26","2019-02-26",900,2,"Rampart",266,2,354,"THEFT OF IDENTITY","0922 1822",52,"M","W",518,"TRANSITIONAL HOUSING/HALFWAY HOUSE","N/A","N/A","IC","Invest Cont","800    BEACON                       AV","N/A",34.0529,-118.273
191815022,"2019-06-27","2019-06-17",1200,18,"Southeast",1834,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","2000 1814 0416 0446",26,"F","B",101,"STREET","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","AVALON","CENTURY",33.9398,-118.261
190715238,"2019-08-15","2019-08-01",1200,7,"Wilshire",762,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","344",32,"F","W",101,"STREET","N/A","N/A","IC","Invest Cont","1500 S  POINT VIEW                   ST","N/A",34.0498,-118.371
200204779,"2020-01-16","2020-01-15",2330,2,"Rampart",279,1,330,"BURGLARY FROM VEHICLE","1307 1609 0329 0344",52,"M","H",101,"STREET","N/A","N/A","IC","Invest Cont","900    VALENCIA                     ST","N/A",34.05,-118.271
190300586,"2019-03-03","2019-03-03",1240,3,"Southwest",363,1,251,"SHOTS FIRED AT INHABITED DWELLING","0361 1100 1202 1402 1407 1419",61,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","102","HAND GUN","AA","Adult Arrest","4100    MARLTON                      AV","N/A",34.0105,-118.34
191911481,"2019-06-05","2019-06-05",2300,19,"Mission",1994,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0416 0603 1402",50,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","304","CLUB/BAT","AA","Adult Arrest","14700    TITUS                        ST","N/A",34.2198,-118.453
191823351,"2019-11-16","2019-11-16",2100,18,"Southeast",1861,1,210,"ROBBERY","0910 0906 0344 0432 0371 0216 2024 0334",23,"M","B",124,"BUS STOP","109","SEMI-AUTOMATIC PISTOL","IC","Invest Cont","119TH","VERMONT                      AV",33.9274,-118.287
190612325,"2019-05-24","2019-04-04",1,6,"Hollywood",622,2,354,"THEFT OF IDENTITY","377",31,"M","W",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","7100    HILLSIDE                     AV","N/A",34.1053,-118.345
191813263,"2019-06-01","2019-05-26",1600,18,"Southeast",1829,1,761,"BRANDISH WEAPON","1300 0421",31,"F","B",108,"PARKING LOT","511","VERBAL THREAT","IC","Invest Cont","2100    CENTURY                      BL","N/A",33.9457,-118.234
190612121,"2019-05-20","2019-05-16",2200,6,"Hollywood",647,1,815,"SEXUAL PENETRATION W/FOREIGN OBJECT","1218 0500 0515 2034",33,"F","W",158,"TRANSIENT ENCAMPMENT","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","CARLOS                       AV","GOWER                        AV",34.0998,-118.321
191800703,"2019-07-24","2019-07-24",2100,18,"Southeast",1842,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","2000 1814 0416 0444",24,"F","H",102,"SIDEWALK","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","400 W  113TH                        ST","N/A",33.932,-118.282
200204937,"2020-01-20","2020-01-20",40,2,"Rampart",238,1,251,"SHOTS FIRED AT INHABITED DWELLING","1822 1100 0450 1402",29,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","500","UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont","100 N  TOLUCA                       ST","N/A",34.0616,-118.259
191805515,"2019-01-27","2019-01-27",1430,18,"Southeast",1864,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","2000 1816 1814 0416",28,"F","B",501,"SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","900 E  120TH                        ST","N/A",33.9237,-118.26
191106678,"2019-02-24","2019-02-24",1515,11,"Northeast",1175,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0447 0416 2004",34,"M","W",101,"STREET","306","ROCK/THROWN OBJECT","AA","Adult Arrest","STADIUM","ELYSIAN PARK",34.0861,-118.243
191406898,"2019-02-16","2019-02-13",1700,14,"Pacific",1409,1,330,"BURGLARY FROM VEHICLE","0344 0346",46,"M","H",707,"GARAGE/CARPORT","N/A","N/A","IC","Invest Cont","3600    CARDIFF                      AV","N/A",34.0286,-118.398
190306066,"2019-02-01","2019-02-01",1200,3,"Southwest",362,1,310,"BURGLARY","1601 0344",35,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","IC","Invest Cont","4800    MARTIN LUTHER KING JR        BL","N/A",34.0198,-118.349
191211922,"2019-04-20","2019-04-20",1905,12,"77th Street",1242,2,624,"BATTERY - SIMPLE ASSAULT","0416 0446 0216",25,"M","H",102,"SIDEWALK","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","4TH                          AV","SOUTHWEST                    DR",33.982,-118.321
190320474,"2019-09-10","2019-09-10",200,3,"Southwest",338,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","1906 1251",18,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","N/A","N/A","IC","Invest Cont","3000 S  MCCLINTOCK                   AV","N/A",34.0268,-118.29
191323152,"2019-12-02","2019-11-27",1600,13,"Newton",1353,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","1300 0344",43,"M","H",301,"GAS STATION","N/A","N/A","IC","Invest Cont","AVALON","45TH                         ST",34.0025,-118.265
190812215,"2019-06-04","2019-06-04",2345,8,"West LA",809,1,761,"BRANDISH WEAPON","0334 1310 0432 1822",34,"F","W",101,"STREET","102","HAND GUN","IC","Invest Cont","9500    GLOAMING                     DR","N/A",34.1169,-118.401
190312091,"2019-05-03","2019-05-02",1800,3,"Southwest",328,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","1300 0344 1606",28,"F","W",123,"PARKING UNDERGROUND/BUILDING","N/A","N/A","IC","Invest Cont","800 W  ADAMS                        BL","N/A",34.03,-118.28
191719810,"2019-12-19","2019-12-10",2200,17,"Devonshire",1708,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)","344",36,"M","H",745,"WATER FACILITY","N/A","N/A","IC","Invest Cont","SEPULVEDA","ROXFORD",34.3152,-118.491
201808237,"2020-03-15","2020-03-15",1900,18,"Southeast",1842,1,210,"ROBBERY","0910 1822 0344 0400 0416",53,"F","H",124,"BUS STOP","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","110TH                        ST","BROADWAY",33.9356,-118.278
191707821,"2019-03-24","2019-02-19",1600,17,"Devonshire",1721,2,354,"THEFT OF IDENTITY","1202 1822",64,"M","W",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","10900    OWENSMOUTH                   AV","N/A",34.2682,-118.602
191705110,"2019-01-24","2019-01-23",2130,17,"Devonshire",1716,1,330,"BURGLARY FROM VEHICLE","0344 1307 1606 1609",49,"M","O",101,"STREET","N/A","N/A","IC","Invest Cont","11900    EL ORO                       WY","N/A",34.2875,-118.503
190116653,"2019-06-23","2019-06-23",1400,1,"Central",156,2,946,"OTHER MISCELLANEOUS CRIME","0913 0602",28,"M","B",726,"POLICE FACILITY","N/A","N/A","AO","Adult Other","200 E  6TH                          ST","N/A",34.0437,-118.245
191804451,"2019-01-08","2019-01-08",700,18,"Southeast",1824,2,624,"BATTERY - SIMPLE ASSAULT","0602 0447 0416",52,"F","H",707,"GARAGE/CARPORT","500","UNKNOWN WEAPON/OTHER WEAPON","AO","Adult Other","700 E  97TH                         ST","N/A",33.9484,-118.263
200205401,"2020-01-28","2020-01-28",1100,2,"Rampart",248,2,860,"BATTERY WITH SEXUAL CONTACT","0400 0500 1822 0536 1251",21,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","400    WITMER                       ST","N/A",34.0576,-118.264
190623455,"2019-12-08","2019-12-08",100,6,"Hollywood",646,1,352,"PICKPOCKET","344",31,"F","O",503,"HOTEL","N/A","N/A","IC","Invest Cont","6400    SELMA                        AV","N/A",34.0998,-118.329
191505699,"2019-02-02","2019-02-01",520,15,"N Hollywood",1521,2,625,"OTHER ASSAULT","0417 1802",23,"M","O",242,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","13200    SHERMAN                      WY","N/A",34.2012,-118.421
190605323,"2019-01-27","2019-01-27",100,6,"Hollywood",645,2,624,"BATTERY - SIMPLE ASSAULT","0400 0416 0417 1822",21,"M","W",735,"NIGHT CLUB (OPEN EVENINGS ONLY)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","6800    HOLLYWOOD                    BL","N/A",34.1016,-118.339
190309760,"2019-03-29","2019-03-29",2115,3,"Southwest",337,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","2000 1814 1251 1259 1815 2024 0448 0416",17,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","JA","Juv Arrest","3000 S  NORMANDIE                    AV","N/A",34.0273,-118.3
200205500,"2020-01-28","2020-01-27",2200,2,"Rampart",246,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0910 0344 2032",32,"M","K",124,"BUS STOP","N/A","N/A","IC","Invest Cont","W  3RD                          ST","S  BONNIE BRAE                  ST",34.0625,-118.271
190517541,"2019-10-28","2019-10-28",812,5,"Harbor",561,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","329",77,"F","W",501,"SINGLE FAMILY DWELLING","N/A","N/A","IC","Invest Cont","1200 S  WYCLIFF                      AV","N/A",33.7333,-118.313
