DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA ,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm_Cd1,Crm_Cd2,Crm_Cd3,Crm_Cd4,LOCATION,Cross Street,LAT,LON
190210090,4/22/2019 0:00,4/22/2019 0:00,532,2,Rampart,246,1,210,ROBBERY,0342 1822 0910 0416 0446 0417 0344 0377 0429 0431,49,M,H,904,MTA - RED LINE - WESTLAKE/MACARTHUR PARK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,600 S  ALVARADO                     ST,,34.0596,-118.2749
191806694,2/16/2019 0:00,2/16/2019 0:00,2358,18,Southeast,1806,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 1213 0416 2004 1218 2000,55,F,B,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,8900 S  CENTRAL                      AV,,33.9556,-118.2564
191007439,3/20/2019 0:00,3/19/2019 0:00,1800,10,West Valley,1015,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),344,66,M,H,108,PARKING LOT,,,IC,Invest Cont,331,,,,17700    SATICOY                      ST,,34.2084,-118.5186
190507920,3/30/2019 0:00,3/28/2019 0:00,845,5,Harbor,564,2,624,BATTERY - SIMPLE ASSAULT,400,59,F,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,200 W  5TH                          ST,,33.7403,-118.2814
191900621,3/15/2019 0:00,3/15/2019 0:00,1220,19,Mission,1966,2,901,VIOLATION OF RESTRAINING ORDER,2000 2038 1402,28,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,901,998,,,9300    SYLMAR                       AV,,34.239,-118.446
190117240,6/30/2019 0:00,6/30/2019 0:00,215,1,Central,152,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2047 0400 0416 0913,30,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230,,,,FLOWER,WILSHIRE,34.0494,-118.2581
190816160,9/24/2019 0:00,9/24/2019 0:00,1010,8,West LA,893,1,310,BURGLARY,0344 1601 0321,53,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2700    MIDVALE                      AV,,34.0346,-118.4253
190312722,5/12/2019 0:00,5/12/2019 0:00,100,3,Southwest,376,1,310,BURGLARY,0344 1601 1202,70,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,3900    BRIGHTON                     AV,,34.0155,-118.3013
192018111,10/9/2019 0:00,10/9/2019 0:00,730,20,Olympic,2021,2,946,OTHER MISCELLANEOUS CRIME,1501 2004 2021,0,X,X,102,SIDEWALK,,,AA,Adult Arrest,946,,,,3RD,NORTON,34.069,-118.3173
210707113,3/25/2021 0:00,10/16/2019 0:00,915,7,Wilshire,722,2,354,THEFT OF IDENTITY,1803,42,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,354,,,,8400 W  3RD                          ST,,34.073,-118.3732
190106693,2/9/2019 0:00,2/9/2019 0:00,1045,1,Central,182,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0344,79,F,O,102,SIDEWALK,,,IC,Invest Cont,440,,,,1000 S  FLOWER                       ST,,34.0444,-118.2628
191224186,10/3/2019 0:00,10/3/2019 0:00,2200,12,77th Street,1258,2,901,VIOLATION OF RESTRAINING ORDER,2038,48,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,901,,,,200 E  78TH                         ST,,33.9688,-118.271
191007269,3/16/2019 0:00,3/16/2019 0:00,1630,10,West Valley,1045,2,624,BATTERY - SIMPLE ASSAULT,444,60,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,5700    ETIWANDA                     AV,,34.1749,-118.5308
190322987,10/20/2019 0:00,10/19/2019 0:00,700,3,Southwest,363,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4100    SOMERSET                     DR,,34.0116,-118.3412
190617377,8/15/2019 0:00,8/15/2019 0:00,140,6,Hollywood,677,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",400,48,M,B,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,VAN NESS,LEMON,34.0865,-118.3169
190804113,1/3/2019 0:00,1/3/2019 0:00,1640,8,West LA,836,1,310,BURGLARY,0321 1609 0209 0342 0358,46,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2100    PELHAM                       AV,,34.0479,-118.4285
191508088,3/20/2019 0:00,3/18/2019 0:00,1700,15,N Hollywood,1591,2,625,OTHER ASSAULT,400,29,F,H,602,BANK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,625,,,,12200    VENTURA                      BL,,34.1434,-118.3978
190907425,3/10/2019 0:00,3/9/2019 0:00,1210,9,Van Nuys,935,2,437,RESISTING ARREST,2004 1501,0,M,H,753,DETENTION/JAIL FACILITY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,437,,,,6200    SYLMAR                       AV,,34.1827,-118.4465
192010348,5/7/2019 0:00,5/2/2019 0:00,1100,20,Olympic,2027,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1251,22,F,H,735,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,440,,,,3300    WILSHIRE                     BL,,34.0636,-118.296
192117714,10/27/2019 0:00,10/27/2019 0:00,230,21,Topanga,2126,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,29,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,,,,21000    INGOMAR                      ST,,34.212,-118.5907
190818180,11/12/2019 0:00,11/12/2019 0:00,615,8,West LA,884,1,310,BURGLARY,0344 1609 1822 0216,57,M,O,403,DRUG STORE,,,IC,Invest Cont,310,,,,2300    WESTWOOD                     BL,,34.0424,-118.4305
191617664,12/16/2019 0:00,12/11/2019 0:00,1800,16,Foothill,1653,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,9900    SAN FERNANDO                 RD,,34.2502,-118.4053
192104926,1/22/2019 0:00,1/21/2019 0:00,1715,21,Topanga,2125,1,310,BURGLARY,1609 0321 0344,45,M,H,406,OTHER STORE,,,IC,Invest Cont,310,,,,7700    CANOGA                       AV,,34.2119,-118.6017
190918670,10/21/2019 0:00,10/21/2019 0:00,900,9,Van Nuys,971,2,354,THEFT OF IDENTITY,0100 0377 0928 1822,43,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,15000    MOORPARK                     ST,,34.1537,-118.4596
191607027,3/21/2019 0:00,3/20/2019 0:00,1900,16,Foothill,1617,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,8600    FOOTHILL                     BL,,34.2724,-118.3243
191520184,11/6/2019 0:00,11/1/2019 0:00,1241,15,N Hollywood,1527,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 0344,45,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,6200    TUJUNGA                      AV,,34.1831,-118.379
190807972,4/1/2019 0:00,4/1/2019 0:00,1700,8,West LA,831,1,310,BURGLARY,0352 1822 0377 1606 0321 1202 0344,65,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,12300    DOROTHY                      ST,,34.0465,-118.4735
191408078,3/8/2019 0:00,3/3/2019 0:00,2200,14,Pacific,1437,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 0329 1609,22,M,A,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,745,,,,3600 S  SEPULVEDA                    BL,,34.0167,-118.4202
191215168,6/2/2019 0:00,5/29/2019 0:00,1900,12,77th Street,1269,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 0385,46,M,H,101,STREET,,,IC,Invest Cont,331,,,,400 E  84TH                         ST,,33.9629,-118.2673
191404237,1/4/2019 0:00,1/4/2019 0:00,2330,14,Pacific,1443,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1402 1606 1608,20,F,W,101,STREET,,,IC,Invest Cont,420,998,,,800    ANGELUS                      PL,,33.9901,-118.4544
190313718,5/27/2019 0:00,5/27/2019 0:00,1000,3,Southwest,307,1,310,BURGLARY,0344 1609,41,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2500    VIRGINIA                     RD,,34.0332,-118.3389
190314470,6/10/2019 0:00,6/9/2019 0:00,2330,3,Southwest,353,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3700    BUCKINGHAM                   RD,,34.02,-118.3403
190324491,11/12/2019 0:00,10/19/2019 0:00,600,3,Southwest,328,1,480,BIKE - STOLEN,0344 1251,21,M,W,102,SIDEWALK,,,IC,Invest Cont,480,,,,3000    ROYAL                        ST,,34.0263,-118.2808
191810863,4/24/2019 0:00,4/24/2019 0:00,910,18,Southeast,1827,1,350,"THEFT, PERSON",1310 0344 2000 1814,28,F,H,104,DRIVEWAY,,,AO,Adult Other,350,,,,9400    BANDERA                      ST,,33.951,-118.2396
190413240,8/10/2019 0:00,8/10/2019 0:00,830,4,Hollenbeck,427,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,0,M,W,109,PARK/PLAYGROUND,,,IC,Invest Cont,745,,,,4700    KLAMATH                      ST,,34.0802,-118.1848
191410222,4/11/2019 0:00,4/10/2019 0:00,1900,14,Pacific,1469,1,330,BURGLARY FROM VEHICLE,1606 1300 0344,37,F,B,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,7000 S  LA CIENEGA                   BL,,33.9761,-118.3726
191404741,1/12/2019 0:00,1/10/2019 0:00,1830,14,Pacific,1473,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,34,M,A,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,440,,,,MANCHESTER,HASTINGS,33.9598,-118.4285
190918086,10/10/2019 0:00,9/27/2019 0:00,1800,9,Van Nuys,971,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),1606 0344 0321,28,M,H,108,PARKING LOT,,,IC,Invest Cont,331,,,,14900    VENTURA                      BL,,34.1564,-118.463
190812559,7/12/2019 0:00,7/10/2019 0:00,1100,8,West LA,852,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0311 0319 0329,58,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,BARRINGTON                   AV,IOWA,34.0414,-118.454
191114135,7/26/2019 0:00,7/25/2019 0:00,1500,11,Northeast,1136,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0444 0448 1814 0421 0422,29,F,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AO,Adult Other,626,,,,4200    EAGLE ROCK                   BL,,34.1218,-118.2252
190515841,9/22/2019 0:00,9/19/2019 0:00,1900,5,Harbor,564,1,330,BURGLARY FROM VEHICLE,0344 1300 0329,24,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,600 S  PALOS VERDES                 ST,,33.7388,-118.2814
191910233,5/12/2019 0:00,5/10/2019 0:00,900,19,Mission,1915,1,330,BURGLARY FROM VEHICLE,344,40,F,H,101,STREET,,,IC,Invest Cont,330,,,,14400    ORO GRANDE                   ST,,34.3036,-118.4493
191212739,5/1/2019 0:00,5/1/2019 0:00,1930,12,77th Street,1232,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0344 0342 1309,34,M,H,108,PARKING LOT,,,IC,Invest Cont,420,,,,3200 W  SLAUSON                      AV,,33.9891,-118.3285
190517748,11/3/2019 0:00,11/3/2019 0:00,800,5,Harbor,508,2,946,OTHER MISCELLANEOUS CRIME,1202 0913 0561,87,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,946,,,,23300 S  WESTERN                      AV,,33.8141,-118.3089
190618242,8/31/2019 0:00,8/31/2019 0:00,2320,6,Hollywood,639,2,624,BATTERY - SIMPLE ASSAULT,0400 0445 1202 0913 0361 0603,61,F,H,710,OTHER PREMISE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,5200    HOLLYWOOD                    BL,,34.1036,-118.3049
190412714,7/28/2019 0:00,7/25/2019 0:00,1400,4,Hollenbeck,423,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 0377,44,M,W,301,GAS STATION,,,IC,Invest Cont,331,,,,N  MISSION                      RD,DALY                         ST,34.0606,-118.2144
191015656,9/28/2019 0:00,9/28/2019 0:00,30,10,West Valley,1006,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,2000 0400 2002 0448,55,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,815,,,7700    LASAINE                      AV,,34.2103,-118.5113
190404716,1/18/2019 0:00,1/17/2019 0:00,2200,4,Hollenbeck,448,1,761,BRANDISH WEAPON,2000 1814 0334 0421,25,F,H,501,SINGLE FAMILY DWELLING,205,KITCHEN KNIFE,IC,Invest Cont,761,930,,,1400    NIETO                        LN,,34.0562,-118.194
191304330,1/7/2019 0:00,1/7/2019 0:00,200,13,Newton,1352,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0344,28,M,H,101,STREET,,,IC,Invest Cont,420,,,,400 E  43RD                         PL,,34.0048,-118.2685
190811941,6/29/2019 0:00,6/28/2019 0:00,1830,8,West LA,823,1,310,BURGLARY,0344 0352 1221 0358 0321 1607,36,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,600    RADCLIFFE                    AV,,34.041,-118.5303
192120209,12/22/2019 0:00,12/22/2019 0:00,1000,21,Topanga,2105,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,23,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,21400    CHASE                        ST,,34.2246,-118.5976
191214333,5/22/2019 0:00,5/22/2019 0:00,1840,12,77th Street,1239,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1309 0325 0344,49,F,H,402,MARKET,,,IC,Invest Cont,442,,,,5800 S  VERMONT                      AV,,33.9866,-118.2915
191007383,3/19/2019 0:00,3/13/2019 0:00,800,10,West Valley,1018,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,7600    DENSMORE                     AV,,34.2085,-118.4771
192011249,5/27/2019 0:00,5/27/2019 0:00,1220,20,Olympic,2014,2,624,BATTERY - SIMPLE ASSAULT,0416 0446 0305 0319,32,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,3RD                          ST,ARDMORE                      AV,34.069,-118.3017
190304265,1/5/2019 0:00,1/5/2019 0:00,630,3,Southwest,361,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0444 1243 1813 1814 2000,23,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,3900    URSULA                       AV,,34.0163,-118.3524
191824190,12/2/2019 0:00,11/30/2019 0:00,2030,18,Southeast,1822,1,220,ATTEMPTED ROBBERY,2004 1000 0390 0444 0416 0605 2038 1019,42,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220,,,,100 E  98TH                         ST,,33.9472,-118.2739
190713009,6/28/2019 0:00,6/28/2019 0:00,1930,7,Wilshire,724,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0400 0444 0448,4,M,W,415,THE GROVE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,,,,100    THE GROVE                    DR,,34.0761,-118.3563
190129984,12/23/2019 0:00,12/23/2019 0:00,2125,1,Central,152,2,623,BATTERY POLICE (SIMPLE),1212 0356 1402 1414,0,M,O,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,623,,,,700 W  7TH                          ST,,34.0491,-118.2558
191911007,5/26/2019 0:00,5/26/2019 0:00,1310,19,Mission,1981,1,210,ROBBERY,2000 0401,36,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,626,,,8700    LANGDON                      AV,,34.2283,-118.4699
202004153,1/3/2020 0:00,12/5/2019 0:00,1200,20,Olympic,2076,2,354,THEFT OF IDENTITY,0100 0928 1822,46,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1700 S  NEW HAMPSHIRE                AV,,34.043,-118.2924
190814316,8/17/2019 0:00,8/16/2019 0:00,1700,8,West LA,849,2,901,VIOLATION OF RESTRAINING ORDER,0913 1251 2038 1203,30,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,901,,,,1200 S  LA CIENEGA                   BL,,34.0583,-118.3799
190720584,11/21/2019 0:00,11/20/2019 0:00,1230,7,Wilshire,723,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 1606 0344,32,F,H,102,SIDEWALK,,,IC,Invest Cont,420,,,,100 N  KILKEA                       DR,,34.0743,-118.3669
191905624,2/4/2019 0:00,2/4/2019 0:00,1200,19,Mission,1902,2,624,BATTERY - SIMPLE ASSAULT,0444 0429 0906,38,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,13600    DRONFIELD                    AV,,34.319,-118.4517
190316650,7/11/2019 0:00,7/9/2019 0:00,2015,3,Southwest,363,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,53,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,4000    PALMWOOD                     DR,,34.0132,-118.3424
190718452,10/24/2019 0:00,10/22/2019 0:00,1130,7,Wilshire,734,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,47,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,300 S  BURNSIDE                     AV,,34.0707,-118.3552
190707352,3/9/2019 0:00,3/8/2019 0:00,2054,7,Wilshire,724,1,350,"THEFT, PERSON",0344 0400 0448,20,F,A,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350,,,,100    THE GROVE                    DR,,34.0761,-118.3563
191717013,10/21/2019 0:00,10/14/2019 0:00,1650,17,Devonshire,1723,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0394 0344,41,F,H,119,"PORCH, RESIDENTIAL",,,IC,Invest Cont,341,,,,10500    OKLAHOMA                     AV,,34.2609,-118.5864
190623592,12/11/2019 0:00,12/10/2019 0:00,2200,6,Hollywood,645,1,330,BURGLARY FROM VEHICLE,0358 0344 1300,42,F,B,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,1300 N  ORANGE                       DR,,34.0944,-118.3415
201806829,2/18/2020 0:00,6/1/2019 0:00,1,18,Southeast,1839,2,354,THEFT OF IDENTITY,1822 0929 0930 0928,40,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10500    JUNIPER                      ST,,33.9406,-118.2328
190619198,9/17/2019 0:00,9/17/2019 0:00,1320,6,Hollywood,647,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0377,36,M,W,717,HEALTH SPA/GYM,,,IC,Invest Cont,440,,,,1600 N  EL CENTRO                    AV,,34.0998,-118.3237
191418089,8/3/2019 0:00,7/31/2019 0:00,1800,14,Pacific,1412,1,480,BIKE - STOLEN,2032 0344,45,M,P,406,OTHER STORE,,,IC,Invest Cont,480,,,,500    OCEAN FRONT                  WK,,33.9933,-118.4765
190412105,7/12/2019 0:00,7/12/2019 0:00,820,4,Hollenbeck,415,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0429 0319 2004,59,M,H,301,GAS STATION,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,2800 N  BROADWAY,,34.0762,-118.2119
191115248,8/17/2019 0:00,1/24/2019 0:00,1200,11,Northeast,1132,2,888,TRESPASSING,2004,0,X,X,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,888,,,,2900    HYPERION                     AV,,34.1092,-118.2714
191319695,10/1/2019 0:00,8/28/2019 0:00,1040,13,Newton,1321,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1900 S  FIGUEROA                     ST,,34.0344,-118.272
190204616,1/12/2019 0:00,1/12/2019 0:00,1250,2,Rampart,246,2,624,BATTERY - SIMPLE ASSAULT,0416 0444 0429 0417 1218 2004,28,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600 S  ALVARADO                     ST,,34.0596,-118.2749
191918085,10/18/2019 0:00,8/23/2019 0:00,1855,19,Mission,1998,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,26,M,H,243,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",,,IC,Invest Cont,442,,,,7800    VAN NUYS                     BL,,34.212,-118.4488
191505682,2/2/2019 0:00,2/2/2019 0:00,900,15,N Hollywood,1549,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1402 0408 0400 1814 0416 0913 1414 0444,20,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,998,,,5500    BONNER                       AV,,34.17,-118.3741
190709102,4/12/2019 0:00,4/12/2019 0:00,1955,7,Wilshire,721,1,330,BURGLARY FROM VEHICLE,0344 1300 1309 1606,30,F,O,416,THE BEVERLY CENTER,,,IC,Invest Cont,330,,,,8500    BEVERLY                      BL,,34.0761,-118.3766
200305007,12/26/2019 0:00,12/26/2019 0:00,15,3,Southwest,376,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0329 1606 0344 0385,28,F,W,101,STREET,,,IC,Invest Cont,420,,,,3900    LA SALLE                     AV,,34.0146,-118.3057
191617084,12/2/2019 0:00,12/2/2019 0:00,1610,16,Foothill,1611,2,624,BATTERY - SIMPLE ASSAULT,0416 1202 0360,78,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,13500    VAUGHN                       ST,,34.2787,-118.4265
191315201,7/18/2019 0:00,7/11/2019 0:00,500,13,Newton,1372,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,24,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,100 E  56TH                         ST,,33.9916,-118.2739
191110041,5/5/2019 0:00,5/4/2019 0:00,1450,11,Northeast,1143,2,662,"BUNCO, GRAND THEFT",701,46,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662,,,,2800    GRIFFITH PARK                BL,,34.1075,-118.2732
191917825,10/13/2019 0:00,10/10/2019 0:00,2100,19,Mission,1969,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1309 0443,32,M,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AO,Adult Other,930,,,,9700    VENA                         AV,,34.2462,-118.426
190325459,11/27/2019 0:00,11/23/2019 0:00,2300,3,Southwest,396,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 2032,31,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,900 W  MARTIN LUTHER KING JR        BL,,34.0109,-118.2901
191205810,1/27/2019 0:00,1/27/2019 0:00,100,12,77th Street,1259,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1609 1307,32,F,B,101,STREET,,,IC,Invest Cont,740,,,,700 E  76TH                         PL,,33.9703,-118.263
190707915,3/20/2019 0:00,3/19/2019 0:00,1800,7,Wilshire,736,1,310,BURGLARY,0344 1402,54,M,W,707,GARAGE/CARPORT,,,AA,Adult Arrest,310,,,,400 S  CLOVERDALE                   AV,,34.0669,-118.3462
191015008,9/14/2019 0:00,9/14/2019 0:00,820,10,West Valley,1039,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,15700    VICTORY                      BL,,34.1903,-118.48
190222962,12/9/2019 0:00,12/8/2019 0:00,2100,2,Rampart,269,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,7TH,BIXEL,34.0509,-118.2642
191608190,4/22/2019 0:00,4/22/2019 0:00,1800,16,Foothill,1653,2,624,BATTERY - SIMPLE ASSAULT,0444 0919 0416 0342 1313 1317,42,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,13000    SUNBURST                     ST,,34.2512,-118.4154
190124908,10/11/2019 0:00,10/2/2019 0:00,1015,1,Central,128,2,354,THEFT OF IDENTITY,377,34,M,A,504,OTHER RESIDENCE,,,IC,Invest Cont,354,,,,300 E  1ST                          ST,,34.0504,-118.2409
191218230,7/11/2019 0:00,7/11/2019 0:00,1320,12,77th Street,1215,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032,34,F,B,719,MEDICAL/DENTAL OFFICES,,,AO,Adult Other,440,,,,5700 S  VERMONT                      AV,,33.9921,-118.298
190819347,12/9/2019 0:00,12/6/2019 0:00,2005,8,West LA,841,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 0349 0352,33,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,1300 S  CARMELINA                    AV,,34.0408,-118.4685
191215238,6/3/2019 0:00,6/2/2019 0:00,2200,12,77th Street,1211,2,354,THEFT OF IDENTITY,0100 0930 1822,30,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,5400    4TH                          AV,,33.9932,-118.3214
191522155,12/18/2019 0:00,12/18/2019 0:00,450,15,N Hollywood,1555,1,310,BURGLARY,1402 0344 2004 1609 0321,0,M,O,210,RESTAURANT/FAST FOOD,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,310,998,,,4800    LANKERSHIM                   BL,,34.1589,-118.3742
